Date,Item,Quantity,Price,Location,Category,Location Weight,Total Daily Spending
2024-08-28,泡麵,2,168,全家 台中中港,食品,0.87,153
2024-08-28,麵包,1,-1,全家 台中中港,食品,0.87,318
2024-08-29,洗髮精,0,141,7-11 台中河南門市,生活用品,0.85,318
2024-08-29,洗髮精,2,120,7-11 台中河南門市,生活用品,0.85,781
2024-08-30,麵包,4,151,OK便利商店 北平店,食品,0.83,21
2024-08-30,牙刷,3,132,OK便利商店 北平店,生活用品,0.83,449
2024-08-30,飲料,2,336,OK便利商店 北平店,飲品,0.83,672
2024-08-30,牙刷,2,44,OK便利商店 北平店,生活用品,0.83,848
2024-08-31,麵包,2,54,全家 台中中港,食品,0.87,243
2024-08-31,牙刷,2,46,全家 台中中港,生活用品,0.87,446
2024-08-31,泡麵,1,52,全家 台中中港,食品,0.87,464
2024-09-01,牙刷,3,44,全聯 西屯福科,生活用品,0.9,379
2024-09-01,麵包,3,217,全聯 西屯福科,食品,0.9,312
2024-09-02,洗髮精,3,239,全家 台中中港,生活用品,0.87,433
2024-09-02,飲料,2,26,全家 台中中港,飲品,0.87,489
2024-09-02,麵包,3,149,全家 台中中港,食品,0.87,363
2024-09-02,洗髮精,2,52,全家 台中中港,生活用品,0.87,284
2024-09-03,麵包,2,164,OK便利商店 北平店,食品,0.83,798
2024-09-03,麵包,2,124,OK便利商店 北平店,食品,0.83,182
2024-09-03,咖啡,2,-38,OK便利商店 北平店,飲品,0.83,244
2024-09-03,洗髮精,3,251,OK便利商店 北平店,生活用品,0.83,785
2024-09-03,咖啡,1,274,OK便利商店 北平店,飲品,0.83,147
2024-09-04,牙刷,1,47,家樂福 北屯店,生活用品,0.88,210
2024-09-04,麵包,2,68,家樂福 北屯店,食品,0.88,302
2024-09-05,飲料,2,132,全聯 西屯福科,飲品,0.9,525
2024-09-05,牙刷,2,136,全聯 西屯福科,生活用品,0.9,382
2024-09-05,泡麵,2,167,全聯 西屯福科,食品,0.9,42
2024-09-05,飲料,2,294,全聯 西屯福科,飲品,0.9,214
2024-09-05,牙刷,3,88,全聯 西屯福科,生活用品,0.9,197
2024-09-06,洗髮精,1,29,OK便利商店 北平店,生活用品,0.83,317
2024-09-06,飲料,1,-26,OK便利商店 北平店,飲品,0.83,431
2024-09-06,牙刷,2,36,OK便利商店 北平店,生活用品,0.83,429
2024-09-06,麵包,2,274,OK便利商店 北平店,食品,0.83,575
2024-09-07,咖啡,3,56,全家 台中中港,飲品,0.87,392
2024-09-07,麵包,2,126,全家 台中中港,食品,0.87,648
2024-09-07,牙刷,2,103,全家 台中中港,生活用品,0.87,435
2024-09-07,洗髮精,1,217,全家 台中中港,生活用品,0.87,584
2024-09-07,麵包,1,343,全家 台中中港,食品,0.87,440
2024-09-08,飲料,2,54,家樂福 北屯店,飲品,0.88,639
2024-09-08,洗髮精,2,58,家樂福 北屯店,生活用品,0.88,453
2024-09-08,飲料,3,203,家樂福 北屯店,飲品,0.88,313
2024-09-08,飲料,2,169,家樂福 北屯店,飲品,0.88,849
2024-09-08,牙刷,1,279,家樂福 北屯店,生活用品,0.88,536
2024-09-09,飲料,2,160,7-11 台中河南門市,飲品,0.85,465
2024-09-09,泡麵,2,71,7-11 台中河南門市,食品,0.85,46
2024-09-09,洗髮精,3,160,7-11 台中河南門市,生活用品,0.85,43
2024-09-10,飲料,3,209,OK便利商店 北平店,飲品,0.83,401
2024-09-10,泡麵,1,182,OK便利商店 北平店,食品,0.83,368
2024-09-10,牙刷,1,152,OK便利商店 北平店,生活用品,0.83,196
2024-09-10,洗髮精,1,205,OK便利商店 北平店,生活用品,0.83,367
2024-09-11,洗髮精,2,215,全家 台中中港,生活用品,0.87,694
2024-09-11,牙刷,2,235,全家 台中中港,生活用品,0.87,492
2024-09-11,飲料,3,166,全家 台中中港,飲品,0.87,77
2024-09-11,飲料,2,89,全家 台中中港,飲品,0.87,310
2024-09-12,飲料,2,118,OK便利商店 北平店,飲品,0.83,153
2024-09-12,咖啡,2,218,OK便利商店 北平店,飲品,0.83,247
2024-09-13,泡麵,1,27,全聯 西屯福科,食品,0.9,241
2024-09-13,泡麵,4,139,全聯 西屯福科,食品,0.9,227
2024-09-13,飲料,1,67,全聯 西屯福科,飲品,0.9,51
2024-09-14,麵包,2,107,全家 台中中港,食品,0.87,306
2024-09-14,洗髮精,4,225,全家 台中中港,生活用品,0.87,208
2024-09-15,泡麵,2,109,OK便利商店 北平店,食品,0.83,799
2024-09-15,泡麵,2,-24,OK便利商店 北平店,食品,0.83,581
2024-09-15,洗髮精,2,175,OK便利商店 北平店,生活用品,0.83,250
2024-09-15,麵包,3,166,OK便利商店 北平店,食品,0.83,339
2024-09-16,咖啡,0,309,全家 台中中港,飲品,0.87,70
2024-09-16,洗髮精,3,76,全家 台中中港,生活用品,0.87,718
2024-09-16,麵包,1,125,全家 台中中港,食品,0.87,764
2024-09-16,麵包,2,128,全家 台中中港,食品,0.87,370
2024-09-16,洗髮精,2,253,全家 台中中港,生活用品,0.87,566
2024-09-17,洗髮精,2,96,OK便利商店 北平店,生活用品,0.83,374
2024-09-17,泡麵,1,131,OK便利商店 北平店,食品,0.83,33
2024-09-17,牙刷,2,162,OK便利商店 北平店,生活用品,0.83,242
2024-09-17,麵包,4,122,OK便利商店 北平店,食品,0.83,365
2024-09-17,飲料,1,62,OK便利商店 北平店,飲品,0.83,232
2024-09-18,咖啡,2,123,全聯 西屯福科,飲品,0.9,285
2024-09-18,咖啡,1,206,全聯 西屯福科,飲品,0.9,314
2024-09-19,咖啡,2,8,全聯 西屯福科,飲品,0.9,316
2024-09-19,飲料,2,117,全聯 西屯福科,飲品,0.9,347
2024-09-19,牙刷,1,38,全聯 西屯福科,生活用品,0.9,95
2024-09-19,泡麵,2,217,全聯 西屯福科,食品,0.9,173
2024-09-19,牙刷,3,-39,全聯 西屯福科,生活用品,0.9,44
2024-09-20,泡麵,2,52,7-11 台中河南門市,食品,0.85,556
2024-09-21,麵包,1,252,家樂福 北屯店,食品,0.88,596
2024-09-21,洗髮精,1,98,家樂福 北屯店,生活用品,0.88,648
2024-09-21,咖啡,2,52,家樂福 北屯店,飲品,0.88,266
2024-09-22,飲料,2,-32,OK便利商店 北平店,飲品,0.83,253
2024-09-22,咖啡,2,-103,OK便利商店 北平店,飲品,0.83,320
2024-09-23,咖啡,2,146,7-11 台中河南門市,飲品,0.85,106
2024-09-23,泡麵,1,57,7-11 台中河南門市,食品,0.85,218
2024-09-23,洗髮精,2,8,7-11 台中河南門市,生活用品,0.85,681
2024-09-23,牙刷,3,171,7-11 台中河南門市,生活用品,0.85,485
2024-09-23,牙刷,2,128,7-11 台中河南門市,生活用品,0.85,126
2024-09-24,麵包,2,-16,OK便利商店 北平店,食品,0.83,261
2024-09-24,飲料,2,187,OK便利商店 北平店,飲品,0.83,287
2024-09-25,泡麵,2,166,全聯 西屯福科,食品,0.9,447
2024-09-25,洗髮精,4,95,全聯 西屯福科,生活用品,0.9,214
2024-09-25,咖啡,2,279,全聯 西屯福科,飲品,0.9,450
2024-09-25,洗髮精,2,4,全聯 西屯福科,生活用品,0.9,772
2024-09-26,麵包,1,-39,全聯 西屯福科,食品,0.9,519
2024-09-26,洗髮精,3,39,全聯 西屯福科,生活用品,0.9,324
2024-09-26,洗髮精,2,100,全聯 西屯福科,生活用品,0.9,293
2024-09-26,洗髮精,1,128,全聯 西屯福科,生活用品,0.9,254
2024-09-26,飲料,3,82,全聯 西屯福科,飲品,0.9,602
2024-09-27,牙刷,3,138,OK便利商店 北平店,生活用品,0.83,193
2024-09-27,麵包,1,-14,OK便利商店 北平店,食品,0.83,345
2024-09-27,咖啡,0,241,OK便利商店 北平店,飲品,0.83,346
2024-09-27,牙刷,3,97,OK便利商店 北平店,生活用品,0.83,221
2024-09-27,麵包,1,210,OK便利商店 北平店,食品,0.83,24
2024-09-28,咖啡,3,137,7-11 台中河南門市,飲品,0.85,408
2024-09-28,泡麵,0,148,7-11 台中河南門市,食品,0.85,321
2024-09-28,麵包,3,158,7-11 台中河南門市,食品,0.85,448
2024-09-28,洗髮精,1,147,7-11 台中河南門市,生活用品,0.85,214
2024-09-28,泡麵,3,165,7-11 台中河南門市,食品,0.85,611
2024-09-29,牙刷,2,230,7-11 台中河南門市,生活用品,0.85,137
2024-09-29,洗髮精,1,123,7-11 台中河南門市,生活用品,0.85,722
2024-09-29,牙刷,3,96,7-11 台中河南門市,生活用品,0.85,433
2024-09-29,咖啡,2,240,7-11 台中河南門市,飲品,0.85,442
2024-09-30,牙刷,2,41,OK便利商店 北平店,生活用品,0.83,155
2024-09-30,牙刷,4,275,OK便利商店 北平店,生活用品,0.83,431
2024-10-01,飲料,1,101,全聯 西屯福科,飲品,0.9,624
2024-10-02,咖啡,2,117,OK便利商店 北平店,飲品,0.83,448
2024-10-02,咖啡,1,184,OK便利商店 北平店,飲品,0.83,116
2024-10-03,洗髮精,2,43,全家 台中中港,生活用品,0.87,703
2024-10-03,泡麵,3,62,全家 台中中港,食品,0.87,203
2024-10-03,咖啡,2,-74,全家 台中中港,飲品,0.87,69
2024-10-03,牙刷,3,62,全家 台中中港,生活用品,0.87,290
2024-10-04,飲料,1,-124,OK便利商店 北平店,飲品,0.83,802
2024-10-04,洗髮精,1,176,OK便利商店 北平店,生活用品,0.83,97
2024-10-05,麵包,2,179,7-11 台中河南門市,食品,0.85,673
2024-10-05,洗髮精,3,145,7-11 台中河南門市,生活用品,0.85,755
2024-10-05,泡麵,2,13,7-11 台中河南門市,食品,0.85,311
2024-10-06,牙刷,0,100,7-11 台中河南門市,生活用品,0.85,55
2024-10-06,洗髮精,2,104,7-11 台中河南門市,生活用品,0.85,809
2024-10-07,麵包,2,-5,全家 台中中港,食品,0.87,695
2024-10-07,洗髮精,2,246,全家 台中中港,生活用品,0.87,488
2024-10-07,麵包,3,187,全家 台中中港,食品,0.87,151
2024-10-07,泡麵,1,84,全家 台中中港,食品,0.87,324
2024-10-07,牙刷,3,107,全家 台中中港,生活用品,0.87,299
2024-10-08,洗髮精,3,124,家樂福 北屯店,生活用品,0.88,410
2024-10-08,牙刷,1,-88,家樂福 北屯店,生活用品,0.88,663
2024-10-08,麵包,2,81,家樂福 北屯店,食品,0.88,534
2024-10-08,泡麵,2,40,家樂福 北屯店,食品,0.88,91
2024-10-09,牙刷,2,10,7-11 台中河南門市,生活用品,0.85,646
2024-10-09,泡麵,2,78,7-11 台中河南門市,食品,0.85,406
2024-10-09,牙刷,2,274,7-11 台中河南門市,生活用品,0.85,490
2024-10-09,咖啡,1,165,7-11 台中河南門市,飲品,0.85,666
2024-10-10,牙刷,2,51,全家 台中中港,生活用品,0.87,83
2024-10-10,牙刷,1,159,全家 台中中港,生活用品,0.87,327
2024-10-11,麵包,1,237,家樂福 北屯店,食品,0.88,215
2024-10-12,咖啡,1,110,7-11 台中河南門市,飲品,0.85,413
2024-10-12,飲料,3,44,7-11 台中河南門市,飲品,0.85,903
2024-10-12,咖啡,1,142,7-11 台中河南門市,飲品,0.85,327
2024-10-13,泡麵,1,189,OK便利商店 北平店,食品,0.83,480
2024-10-13,飲料,3,165,OK便利商店 北平店,飲品,0.83,363
2024-10-13,麵包,1,204,OK便利商店 北平店,食品,0.83,309
2024-10-14,牙刷,2,54,全聯 西屯福科,生活用品,0.9,41
2024-10-14,飲料,2,229,全聯 西屯福科,飲品,0.9,387
2024-10-14,麵包,3,123,全聯 西屯福科,食品,0.9,164
2024-10-15,牙刷,1,40,全家 台中中港,生活用品,0.87,605
2024-10-15,洗髮精,3,268,全家 台中中港,生活用品,0.87,551
2024-10-15,麵包,3,123,全家 台中中港,食品,0.87,346
2024-10-16,麵包,3,43,全聯 西屯福科,食品,0.9,387
2024-10-16,飲料,2,59,全聯 西屯福科,飲品,0.9,578
2024-10-16,洗髮精,1,74,全聯 西屯福科,生活用品,0.9,386
2024-10-16,麵包,1,145,全聯 西屯福科,食品,0.9,539
2024-10-17,咖啡,2,154,7-11 台中河南門市,飲品,0.85,268
2024-10-17,泡麵,2,50,7-11 台中河南門市,食品,0.85,631
2024-10-17,泡麵,3,102,7-11 台中河南門市,食品,0.85,407
2024-10-18,飲料,3,307,全家 台中中港,飲品,0.87,379
2024-10-18,咖啡,1,268,全家 台中中港,飲品,0.87,48
2024-10-18,泡麵,3,146,全家 台中中港,食品,0.87,400
2024-10-19,麵包,1,108,OK便利商店 北平店,食品,0.83,147
2024-10-19,泡麵,2,116,OK便利商店 北平店,食品,0.83,190
2024-10-19,洗髮精,2,162,OK便利商店 北平店,生活用品,0.83,150
2024-10-19,飲料,4,8,OK便利商店 北平店,飲品,0.83,94
2024-10-20,麵包,5,80,OK便利商店 北平店,食品,0.83,815
2024-10-20,咖啡,2,-53,OK便利商店 北平店,飲品,0.83,636
2024-10-21,飲料,2,142,家樂福 北屯店,飲品,0.88,769
2024-10-21,泡麵,2,166,家樂福 北屯店,食品,0.88,58
2024-10-21,麵包,3,59,家樂福 北屯店,食品,0.88,351
2024-10-21,牙刷,2,253,家樂福 北屯店,生活用品,0.88,42
2024-10-21,咖啡,3,-11,家樂福 北屯店,飲品,0.88,177
2024-10-22,牙刷,2,-34,OK便利商店 北平店,生活用品,0.83,127
2024-10-22,洗髮精,2,126,OK便利商店 北平店,生活用品,0.83,615
2024-10-23,咖啡,3,203,全聯 西屯福科,飲品,0.9,245
2024-10-23,洗髮精,2,264,全聯 西屯福科,生活用品,0.9,576
2024-10-24,泡麵,3,61,全聯 西屯福科,食品,0.9,471
2024-10-24,泡麵,1,206,全聯 西屯福科,食品,0.9,856
2024-10-24,牙刷,2,101,全聯 西屯福科,生活用品,0.9,0
2024-10-25,牙刷,1,88,全家 台中中港,生活用品,0.87,620
2024-10-25,咖啡,2,188,全家 台中中港,飲品,0.87,594
2024-10-25,洗髮精,3,166,全家 台中中港,生活用品,0.87,115
2024-10-26,牙刷,2,-44,7-11 台中河南門市,生活用品,0.85,563
2024-10-26,洗髮精,3,244,7-11 台中河南門市,生活用品,0.85,411
2024-10-27,牙刷,2,235,OK便利商店 北平店,生活用品,0.83,283
2024-10-27,牙刷,3,46,OK便利商店 北平店,生活用品,0.83,148
2024-10-28,泡麵,1,142,全家 台中中港,食品,0.87,172
2024-10-28,飲料,2,151,全家 台中中港,飲品,0.87,798
2024-10-28,飲料,3,129,全家 台中中港,飲品,0.87,335
2024-10-28,洗髮精,3,53,全家 台中中港,生活用品,0.87,512
2024-10-29,咖啡,2,41,OK便利商店 北平店,飲品,0.83,156
2024-10-29,咖啡,2,102,OK便利商店 北平店,飲品,0.83,158
2024-10-29,牙刷,1,215,OK便利商店 北平店,生活用品,0.83,579
2024-10-29,飲料,2,156,OK便利商店 北平店,飲品,0.83,30
2024-10-30,麵包,3,70,全聯 西屯福科,食品,0.9,241
2024-10-30,洗髮精,2,177,全聯 西屯福科,生活用品,0.9,342
2024-10-31,牙刷,2,-164,家樂福 北屯店,生活用品,0.88,360
2024-10-31,咖啡,2,213,家樂福 北屯店,飲品,0.88,294
2024-10-31,牙刷,2,-60,家樂福 北屯店,生活用品,0.88,424
2024-10-31,泡麵,1,70,家樂福 北屯店,食品,0.88,491
2024-11-01,牙刷,3,-1,全聯 西屯福科,生活用品,0.9,501
2024-11-01,洗髮精,2,-18,全聯 西屯福科,生活用品,0.9,112
2024-11-01,咖啡,2,214,全聯 西屯福科,飲品,0.9,271
2024-11-02,洗髮精,2,60,OK便利商店 北平店,生活用品,0.83,605
2024-11-02,洗髮精,0,137,OK便利商店 北平店,生活用品,0.83,537
2024-11-03,咖啡,3,100,家樂福 北屯店,飲品,0.88,24
2024-11-03,飲料,2,150,家樂福 北屯店,飲品,0.88,414
2024-11-03,泡麵,3,-16,家樂福 北屯店,食品,0.88,345
2024-11-03,麵包,2,199,家樂福 北屯店,食品,0.88,764
2024-11-04,洗髮精,3,58,全聯 西屯福科,生活用品,0.9,120
2024-11-04,咖啡,2,-42,全聯 西屯福科,飲品,0.9,146
2024-11-05,牙刷,3,64,OK便利商店 北平店,生活用品,0.83,508
2024-11-05,麵包,3,185,OK便利商店 北平店,食品,0.83,192
2024-11-05,泡麵,2,72,OK便利商店 北平店,食品,0.83,470
2024-11-06,牙刷,2,72,全聯 西屯福科,生活用品,0.9,191
2024-11-06,洗髮精,2,74,全聯 西屯福科,生活用品,0.9,281
2024-11-06,飲料,1,301,全聯 西屯福科,飲品,0.9,503
2024-11-06,洗髮精,2,141,全聯 西屯福科,生活用品,0.9,430
2024-11-07,洗髮精,1,145,家樂福 北屯店,生活用品,0.88,395
2024-11-07,咖啡,1,202,家樂福 北屯店,飲品,0.88,258
2024-11-07,泡麵,1,127,家樂福 北屯店,食品,0.88,418
2024-11-08,飲料,3,80,全聯 西屯福科,飲品,0.9,307
2024-11-08,洗髮精,1,86,全聯 西屯福科,生活用品,0.9,438
2024-11-08,麵包,3,98,全聯 西屯福科,食品,0.9,222
2024-11-08,麵包,2,101,全聯 西屯福科,食品,0.9,294
2024-11-09,牙刷,1,173,全家 台中中港,生活用品,0.87,111
2024-11-09,咖啡,1,109,全家 台中中港,飲品,0.87,327
2024-11-09,麵包,3,174,全家 台中中港,食品,0.87,151
2024-11-09,洗髮精,2,97,全家 台中中港,生活用品,0.87,83
2024-11-09,洗髮精,2,112,全家 台中中港,生活用品,0.87,393
2024-11-10,咖啡,2,-84,全聯 西屯福科,飲品,0.9,383
2024-11-10,飲料,2,191,全聯 西屯福科,飲品,0.9,512
2024-11-10,泡麵,3,137,全聯 西屯福科,食品,0.9,237
2024-11-11,麵包,3,199,家樂福 北屯店,食品,0.88,427
2024-11-11,飲料,2,-169,家樂福 北屯店,飲品,0.88,459
2024-11-11,飲料,1,302,家樂福 北屯店,飲品,0.88,435
2024-11-11,牙刷,2,91,家樂福 北屯店,生活用品,0.88,148
2024-11-11,咖啡,2,209,家樂福 北屯店,飲品,0.88,369
2024-11-12,洗髮精,1,6,全聯 西屯福科,生活用品,0.9,417
2024-11-12,泡麵,1,162,全聯 西屯福科,食品,0.9,336
2024-11-12,麵包,2,46,全聯 西屯福科,食品,0.9,371
2024-11-12,牙刷,2,285,全聯 西屯福科,生活用品,0.9,835
2024-11-13,泡麵,1,87,全聯 西屯福科,食品,0.9,253
2024-11-13,洗髮精,2,125,全聯 西屯福科,生活用品,0.9,170
2024-11-14,咖啡,1,187,家樂福 北屯店,飲品,0.88,419
2024-11-14,咖啡,3,151,家樂福 北屯店,飲品,0.88,405
2024-11-14,飲料,3,119,家樂福 北屯店,飲品,0.88,604
2024-11-15,泡麵,0,139,OK便利商店 北平店,食品,0.83,50
2024-11-15,飲料,1,331,OK便利商店 北平店,飲品,0.83,500
2024-11-16,飲料,1,99,家樂福 北屯店,飲品,0.88,468
2024-11-16,麵包,1,124,家樂福 北屯店,食品,0.88,303
2024-11-16,麵包,2,204,家樂福 北屯店,食品,0.88,411
2024-11-17,洗髮精,1,209,家樂福 北屯店,生活用品,0.88,568
2024-11-17,飲料,1,217,家樂福 北屯店,飲品,0.88,532
2024-11-17,牙刷,1,165,家樂福 北屯店,生活用品,0.88,76
2024-11-18,泡麵,2,-3,全家 台中中港,食品,0.87,520
2024-11-18,泡麵,2,259,全家 台中中港,食品,0.87,320
2024-11-18,泡麵,1,-4,全家 台中中港,食品,0.87,351
2024-11-18,咖啡,2,133,全家 台中中港,飲品,0.87,351
2024-11-18,泡麵,2,33,全家 台中中港,食品,0.87,301
2024-11-19,咖啡,2,99,7-11 台中河南門市,飲品,0.85,604
2024-11-19,麵包,3,136,7-11 台中河南門市,食品,0.85,316
2024-11-19,飲料,3,135,7-11 台中河南門市,飲品,0.85,82
2024-11-20,麵包,1,144,OK便利商店 北平店,食品,0.83,246
2024-11-20,牙刷,3,257,OK便利商店 北平店,生活用品,0.83,375
2024-11-20,牙刷,3,147,OK便利商店 北平店,生活用品,0.83,613
2024-11-20,咖啡,1,82,OK便利商店 北平店,飲品,0.83,471
2024-11-21,麵包,3,196,OK便利商店 北平店,食品,0.83,142
2024-11-21,牙刷,3,217,OK便利商店 北平店,生活用品,0.83,897
2024-11-21,咖啡,1,-11,OK便利商店 北平店,飲品,0.83,395
2024-11-21,麵包,1,161,OK便利商店 北平店,食品,0.83,623
2024-11-22,麵包,3,171,OK便利商店 北平店,食品,0.83,300
2024-11-22,飲料,2,76,OK便利商店 北平店,飲品,0.83,455
2024-11-22,咖啡,2,234,OK便利商店 北平店,飲品,0.83,525
2024-11-22,麵包,2,90,OK便利商店 北平店,食品,0.83,610
2024-11-22,牙刷,2,116,OK便利商店 北平店,生活用品,0.83,574
2024-11-23,麵包,1,88,家樂福 北屯店,食品,0.88,532
2024-11-23,泡麵,3,106,家樂福 北屯店,食品,0.88,264
2024-11-23,洗髮精,3,1,家樂福 北屯店,生活用品,0.88,206
2024-11-23,牙刷,2,-31,家樂福 北屯店,生活用品,0.88,410
2024-11-23,牙刷,2,255,家樂福 北屯店,生活用品,0.88,546
2024-11-24,泡麵,1,25,OK便利商店 北平店,食品,0.83,284
2024-11-24,牙刷,2,11,OK便利商店 北平店,生活用品,0.83,576
2024-11-24,麵包,2,-99,OK便利商店 北平店,食品,0.83,663
2024-11-25,麵包,2,44,全家 台中中港,食品,0.87,128
2024-11-25,飲料,3,-20,全家 台中中港,飲品,0.87,146
2024-11-26,洗髮精,2,260,全家 台中中港,生活用品,0.87,303
2024-11-26,洗髮精,2,200,全家 台中中港,生活用品,0.87,404
2024-11-26,麵包,1,40,全家 台中中港,食品,0.87,216
2024-11-27,泡麵,2,317,全聯 西屯福科,食品,0.9,641
2024-11-27,咖啡,2,197,全聯 西屯福科,飲品,0.9,431
2024-11-28,麵包,2,74,全家 台中中港,食品,0.87,344
2024-11-28,飲料,2,-131,全家 台中中港,飲品,0.87,10
2024-11-28,咖啡,2,321,全家 台中中港,飲品,0.87,37
2024-11-28,麵包,3,-27,全家 台中中港,食品,0.87,398
2024-11-29,洗髮精,1,201,全聯 西屯福科,生活用品,0.9,564
2024-11-29,牙刷,3,335,全聯 西屯福科,生活用品,0.9,299
2024-11-30,麵包,3,235,全家 台中中港,食品,0.87,1068
2024-11-30,咖啡,1,158,全家 台中中港,飲品,0.87,857
2024-12-01,咖啡,3,161,全聯 西屯福科,飲品,0.9,294
2024-12-01,咖啡,2,185,全聯 西屯福科,飲品,0.9,311
2024-12-02,泡麵,2,176,7-11 台中河南門市,食品,0.85,560
2024-12-02,麵包,2,131,7-11 台中河南門市,食品,0.85,720
2024-12-02,飲料,1,33,7-11 台中河南門市,飲品,0.85,194
2024-12-03,咖啡,1,78,OK便利商店 北平店,飲品,0.83,467
2024-12-03,飲料,1,-55,OK便利商店 北平店,飲品,0.83,447
2024-12-03,咖啡,2,95,OK便利商店 北平店,飲品,0.83,577
2024-12-03,咖啡,1,11,OK便利商店 北平店,飲品,0.83,64
2024-12-04,飲料,3,122,全聯 西屯福科,飲品,0.9,529
2024-12-04,泡麵,2,236,全聯 西屯福科,食品,0.9,148
2024-12-05,咖啡,2,-44,全聯 西屯福科,飲品,0.9,368
2024-12-06,咖啡,2,11,7-11 台中河南門市,飲品,0.85,514
2024-12-06,洗髮精,2,193,7-11 台中河南門市,生活用品,0.85,307
2024-12-06,麵包,3,12,7-11 台中河南門市,食品,0.85,231
2024-12-06,麵包,2,83,7-11 台中河南門市,食品,0.85,299
2024-12-07,麵包,1,156,OK便利商店 北平店,食品,0.83,251
2024-12-07,麵包,3,13,OK便利商店 北平店,食品,0.83,30
2024-12-07,泡麵,3,115,OK便利商店 北平店,食品,0.83,173
2024-12-07,牙刷,1,-21,OK便利商店 北平店,生活用品,0.83,453
2024-12-07,洗髮精,2,48,OK便利商店 北平店,生活用品,0.83,408
2024-12-08,飲料,3,135,家樂福 北屯店,飲品,0.88,373
2024-12-08,洗髮精,2,-46,家樂福 北屯店,生活用品,0.88,110
2024-12-08,洗髮精,3,146,家樂福 北屯店,生活用品,0.88,294
2024-12-09,泡麵,1,157,OK便利商店 北平店,食品,0.83,375
2024-12-10,咖啡,1,126,全聯 西屯福科,飲品,0.9,658
2024-12-10,咖啡,2,233,全聯 西屯福科,飲品,0.9,1
2024-12-10,泡麵,3,116,全聯 西屯福科,食品,0.9,202
2024-12-10,麵包,2,64,全聯 西屯福科,食品,0.9,409
2024-12-11,洗髮精,3,116,家樂福 北屯店,生活用品,0.88,618
2024-12-11,飲料,1,156,家樂福 北屯店,飲品,0.88,233
2024-12-11,咖啡,3,109,家樂福 北屯店,飲品,0.88,178
2024-12-12,泡麵,3,38,7-11 台中河南門市,食品,0.85,358
2024-12-12,飲料,4,42,7-11 台中河南門市,飲品,0.85,797
2024-12-12,牙刷,1,-28,7-11 台中河南門市,生活用品,0.85,398
2024-12-12,洗髮精,2,270,7-11 台中河南門市,生活用品,0.85,330
2024-12-13,麵包,3,-13,7-11 台中河南門市,食品,0.85,408
2024-12-13,飲料,2,39,7-11 台中河南門市,飲品,0.85,332
2024-12-13,洗髮精,2,37,7-11 台中河南門市,生活用品,0.85,151
2024-12-13,飲料,2,189,7-11 台中河南門市,飲品,0.85,521
2024-12-14,泡麵,0,77,OK便利商店 北平店,食品,0.83,386
2024-12-14,飲料,2,222,OK便利商店 北平店,飲品,0.83,339
2024-12-14,泡麵,1,41,OK便利商店 北平店,食品,0.83,114
2024-12-15,泡麵,2,131,7-11 台中河南門市,食品,0.85,630
2024-12-15,飲料,3,26,7-11 台中河南門市,飲品,0.85,485
2024-12-16,泡麵,1,307,全聯 西屯福科,食品,0.9,210
2024-12-16,麵包,3,-8,全聯 西屯福科,食品,0.9,561
2024-12-16,麵包,2,134,全聯 西屯福科,食品,0.9,222
2024-12-17,洗髮精,2,164,OK便利商店 北平店,生活用品,0.83,158
2024-12-17,麵包,3,144,OK便利商店 北平店,食品,0.83,163
2024-12-18,咖啡,2,92,家樂福 北屯店,飲品,0.88,441
2024-12-19,飲料,2,91,OK便利商店 北平店,飲品,0.83,57
2024-12-20,飲料,1,313,OK便利商店 北平店,飲品,0.83,315
2024-12-20,麵包,1,52,OK便利商店 北平店,食品,0.83,301
2024-12-20,飲料,4,-25,OK便利商店 北平店,飲品,0.83,261
2024-12-20,洗髮精,3,96,OK便利商店 北平店,生活用品,0.83,99
2024-12-21,牙刷,1,348,全家 台中中港,生活用品,0.87,70
2024-12-21,泡麵,1,29,全家 台中中港,食品,0.87,440
2024-12-21,咖啡,2,259,全家 台中中港,飲品,0.87,210
2024-12-21,牙刷,2,263,全家 台中中港,生活用品,0.87,406
2024-12-21,飲料,2,52,全家 台中中港,飲品,0.87,135
2024-12-22,飲料,2,158,OK便利商店 北平店,飲品,0.83,376
2024-12-22,麵包,2,258,OK便利商店 北平店,食品,0.83,629
2024-12-22,咖啡,2,69,OK便利商店 北平店,飲品,0.83,467
2024-12-22,咖啡,2,85,OK便利商店 北平店,飲品,0.83,242
2024-12-23,麵包,0,50,全聯 西屯福科,食品,0.9,393
2024-12-23,泡麵,2,9,全聯 西屯福科,食品,0.9,280
2024-12-24,牙刷,1,43,OK便利商店 北平店,生活用品,0.83,337
2024-12-24,泡麵,2,-11,OK便利商店 北平店,食品,0.83,261
2024-12-24,麵包,4,108,OK便利商店 北平店,食品,0.83,298
2024-12-25,牙刷,2,32,OK便利商店 北平店,生活用品,0.83,383
2024-12-25,洗髮精,2,127,OK便利商店 北平店,生活用品,0.83,110
2024-12-25,麵包,3,-42,OK便利商店 北平店,食品,0.83,105
2024-12-25,洗髮精,2,136,OK便利商店 北平店,生活用品,0.83,21
2024-12-26,咖啡,2,-84,家樂福 北屯店,飲品,0.88,60
2024-12-26,洗髮精,4,140,家樂福 北屯店,生活用品,0.88,371
2024-12-26,咖啡,1,220,家樂福 北屯店,飲品,0.88,133
